feature,importance
categorical__industry_description_Wholesale Grocer,0.00014675039560915965
"categorical__industry_description_ Family physicians' offices (e.g., centers, clinics)",0.00014596215790834254
categorical__industry_description_Grocery Store,0.0001423236246185293
"categorical__industry_description_ Vocational rehabilitation or habilitation services (e.g., job counseling, job training, work experience)",0.00014172535554284345
categorical__industry_description_Noncurrent-Carrying Wiring Device Manufacturing,0.00013932635959726074
categorical__industry_description_Single Family Detached New Home Construction,0.00013801475890869405
categorical__industry_description_Ready-mix concrete manufacturing and distributing,0.00013616195467140745
"categorical__industry_description_ HVAC (heating, ventilation and air-conditioning) contractors",0.00013573467504839534
categorical__industry_description_Residential Care,0.00013162816236973886
categorical__industry_description_Physical Fitness Facilities,0.00012733597801302775
categorical__industry_description_ Continuing care retirement communities,0.0001228305167173343
"categorical__industry_description_ Hospitals, general medical and surgical",0.00012262345080981023
categorical__industry_description_SUPERMARKETS AND OTHER GROCERY STORES,0.0001219417230637205
categorical__industry_description_ Home health agencies,0.00011917473865691277
categorical__industry_description_Natural Gas Distribution,0.00011470881581451355
categorical__industry_description_Electric Power Distribution,0.00011431203626660094
"categorical__industry_description_ Fire departments (e.g., government, volunteer (except private))",0.00011415417725280487
categorical__industry_description_Convenience Store,0.00010847198384214534
categorical__industry_description_Skilled Nursing Facility,0.00010629538422856102
"categorical__industry_description_ Individual and family social services, multi-purpose",0.00010268685398624213
categorical__industry_description_Variety stores,0.00010210048106407085
"categorical__industry_description_ Excavating, earthmoving, or land clearing contractors",9.85800753334746e-05
"categorical__industry_description_Group homes, intellectual and developmental disability",9.218909418672219e-05
categorical__industry_description_Home health care agencies,9.187298425415396e-05
categorical__industry_description_ Fast-food restaurants,8.994353779840023e-05
"categorical__industry_description_ Warehousing and storage, general merchandise",8.385451395765413e-05
"categorical__industry_description_ Furniture and appliance stores (i.e., primarily retailing furniture)",8.301275695169217e-05
"categorical__industry_description_ Public property management services, government",8.193347800064805e-05
"categorical__industry_description_Hospitals, general medical and surgical",8.181097810303043e-05
