annual_average_employees,total_hours_worked,naics_code,industry_description,establishment_type,size,state,fatal_incident,source
2106,4380398.0,211111,crudepetroleumproduction,1.0,3,TX,0,OSHA_ITA_2016
908,1888949.0,211111,crudepetroleumproduction,1.0,3,TX,0,OSHA_ITA_2016
271,560411.0,486110,pipelinetransportationcrudeoil,1.0,3,TX,0,OSHA_ITA_2016
171,262090.0,623110,skillednursingfacilities,1.0,2,NJ,0,OSHA_ITA_2016
1429,2354537.0,622110,generalmedicalsurgicalhospitals,1.0,3,VA,0,OSHA_ITA_2016
202,436773.0,336390,hitchestrailerautomotivetruckbusmanufacturing,1.0,2,TX,0,OSHA_ITA_2016
222,343455.0,511110,newspaperpublishing,1.0,2,MA,0,OSHA_ITA_2016
68,115639.0,238110,footingfoundationconcretecontractors,1.0,2,OH,0,OSHA_ITA_2016
972,1609272.0,622110,hospitalsgeneralmedicalsurgical,1.0,3,VA,0,OSHA_ITA_2016
61,90350.0,445110,grocerystores,Operating,2,NC,0,OSHA_ITA_2016
13,14845.0,336390,hitchestrailerautomotivetruckbusmanufacturing,1.0,1,TX,0,OSHA_ITA_2016
70,100963.0,445110,grocerystores,Operating,2,VA,0,OSHA_ITA_2016
35,69082.0,238910,excavationcontractors,1.0,2,OH,0,OSHA_ITA_2016
80,120091.0,445110,grocerystores,Operating,2,FL,0,OSHA_ITA_2016
300,576920.0,321918,panelworkwoodmillworkmanufacturing,1.0,3,IA,0,OSHA_ITA_2016
108,259270.0,336390,hitchestrailerautomotivetruckbusmanufacturing,1.0,2,TX,0,OSHA_ITA_2016
430,709567.0,621493,urgentmedicalcarecentersclinicsexcepthospitalsfreestanding,1.0,3,VA,0,OSHA_ITA_2016
20,35858.0,334513,flowinstrumentsindustrialprocesstypemanufacturing,1.0,2,OH,0,OSHA_ITA_2016
29,56636.0,236220,commercialbuildingconstructiongeneralcontractors,1.0,2,TX,0,OSHA_ITA_2016
48,27784.0,321912,dimensionlumbersoftwoodresawingpurchasedlumber,1.0,2,CA,0,OSHA_ITA_2016
62,100473.0,623110,skillednursingfacilities,1.0,2,TX,0,OSHA_ITA_2016
240,547963.0,331318,aluminumtubemadedrawingextrudingpurchasedaluminum,1.0,2,MI,0,OSHA_ITA_2016
4055,7329533.0,621111,mdsmedicaldoctorsexceptmentalhealthofficesegcentersclinics,1.0,3,VA,0,OSHA_ITA_2016
35,59102.0,623110,skillednursingfacilities,1.0,2,TX,0,OSHA_ITA_2016
32,45335.0,238220,hvacheatingventilationairconditioningcontractors,1.0,2,NY,0,OSHA_ITA_2016
115,210875.0,621610,homehealthagencies,1.0,2,VA,0,OSHA_ITA_2016
61,105154.0,623110,skillednursingfacilities,1.0,2,TX,0,OSHA_ITA_2016
25,46850.0,322219,mailingcasestubespaperfibereallfibernonfiberendsanymaterialmadepurchasedpaperboard,1.0,2,MI,0,OSHA_ITA_2016
116,239010.0,311411,frozenfruitvegetableprocessing,1.0,2,WA,0,OSHA_ITA_2016
301,516693.0,335929,cablenonferrousinsulatedarmoredmadepurchasednonferrouswire,1.0,3,CT,0,OSHA_ITA_2016
88,161066.0,324191,lubricatingoilsgreasespetroleummaderefinedpetroleum,1.0,2,OH,0,OSHA_ITA_2016
28,57344.0,325199,organoinorganiccompoundmanufacturing,1.0,2,GA,0,OSHA_ITA_2016
56,113611.0,325613,surfaceactiveagentsmanufacturing,1.0,2,GA,0,OSHA_ITA_2016
301,623025.0,311411,frenchfriesfrozenprecookedmanufacturing,1.0,3,OH,0,OSHA_ITA_2016
283,498058.0,311340,candiedfruitsfruitpeelmanufacturing,1.0,3,IL,0,OSHA_ITA_2016
248,525299.0,336320,generatingapparatuspartsinternalcombustionenginesmanufacturing,1.0,2,TX,0,OSHA_ITA_2016
72,171589.0,311423,fruitsdehydratingexceptsundrying,1.0,2,WA,0,OSHA_ITA_2016
26,55031.0,812332,uniformsupplyservicesindustrial,1.0,2,WI,0,OSHA_ITA_2016
700,1505007.0,311821,bakeryproductsdryegbiscuitscookiescrackersmanufacturing,1.0,3,NC,0,OSHA_ITA_2016
276,529181.0,326113,sheetplasticsunlaminatedexceptpackagingmanufacturing,1.0,3,VA,0,OSHA_ITA_2016
38,79839.0,423830,industrialtruckstractorstrailersmerchantwholesalers,1.0,2,PA,0,OSHA_ITA_2016
34,98821.0,332119,metalstampingsexceptautomotivecanscoinsunfinishedmanufacturing,1.0,2,WI,0,OSHA_ITA_2016
450,1099687.0,311230,breakfastcerealsmanufacturing,1.0,3,MI,0,OSHA_ITA_2016
136,355943.0,311412,frozenwafflesmanufacturing,1.0,2,CA,0,OSHA_ITA_2016
450,908981.0,311821,bakeryproductsdryegbiscuitscookiescrackersmanufacturing,1.0,3,KY,0,OSHA_ITA_2016
65,95482.0,445110,grocerystores,Operating,2,NC,0,OSHA_ITA_2016
606,1125041.0,311821,bakeryproductsdryegbiscuitscookiescrackersmanufacturing,1.0,3,GA,0,OSHA_ITA_2016
65,111913.0,445110,grocerystores,Operating,2,FL,0,OSHA_ITA_2016
487,1005949.0,311821,bakeryproductsdryegbiscuitscookiescrackersmanufacturing,1.0,3,MI,0,OSHA_ITA_2016
225,301098.0,623110,skillednursingfacilities,1.0,2,AR,0,OSHA_ITA_2016
503,1066364.0,541380,foodtestinglaboratoriesservices,1.0,3,MI,0,OSHA_ITA_2016
32,68045.0,493190,privatewarehousingstorageexceptfarmproductsgeneralmerchandiserefrigerated,1.0,2,OH,0,OSHA_ITA_2016
2155,4666585.0,311611,boxedmeatsproducedslaughteringplants,1.0,3,PA,0,OSHA_ITA_2016
12,25536.0,444110,homecentersbuildingmaterials,1.0,2,NH,0,OSHA_ITA_2016
710,1249296.0,336214,campingtrailerschassismanufacturing,1.0,3,OH,0,OSHA_ITA_2016
26,54806.0,484220,bulkliquidstruckinglocal,1.0,2,IL,0,OSHA_ITA_2016
25,48998.0,336611,drydockfloatingbuilding,1.0,2,PA,0,OSHA_ITA_2016
306,797240.0,311230,breakfastcerealsmanufacturing,1.0,3,TN,0,OSHA_ITA_2016
84,161835.0,321992,buildingsprefabricatedwoodmanufacturing,1.0,2,NH,0,OSHA_ITA_2016
211,248569.0,484121,bulkmailtrucktransportationcontractlongdistancetl,1.0,2,PA,0,OSHA_ITA_2016
312,509333.0,336212,trucktrailermanufacturing,1.0,3,MO,0,OSHA_ITA_2016
115,198950.0,336212,trucktrailermanufacturing,1.0,2,MO,0,OSHA_ITA_2016
232,482560.0,332322,irrigationpipesheetmetalexceptstampingsmanufacturing,1.0,2,NY,0,OSHA_ITA_2016
25,51916.0,812320,cleanersdrycleaninglaundryserviceexceptcoinoperated,1.0,2,WI,0,OSHA_ITA_2016
60,161280.0,484230,flatbedtruckinglongdistance,1.0,2,MS,0,OSHA_ITA_2016
62,133122.0,311991,foodpreparedperishablepackagedindividualresale,1.0,2,CO,0,OSHA_ITA_2016
455,1106341.0,322121,pulppaperexceptgroundwoodnewsprintcombinedmanufacturing,1.0,3,TN,0,OSHA_ITA_2016
114,105329.0,445110,grocerystores,1.0,2,IA,0,OSHA_ITA_2016
91,194166.0,238220,mechanicalcontractors,1.0,2,TX,0,OSHA_ITA_2016
60,123857.0,621420,outpatienttreatmentcentersclinicsexcepthospitalssubstanceabuseealcoholismdrugaddiction,1.0,2,OH,0,OSHA_ITA_2016
332,722190.0,238210,electriccontracting,1.0,3,TX,0,OSHA_ITA_2016
63,110220.0,326121,rodnonrigidplasticsmanufacturing,1.0,2,GA,0,OSHA_ITA_2016
29,57966.0,326121,rodnonrigidplasticsmanufacturing,1.0,2,GA,0,OSHA_ITA_2016
99,204039.0,326121,rodnonrigidplasticsmanufacturing,1.0,2,SC,0,OSHA_ITA_2016
117,234000.0,326121,rodnonrigidplasticsmanufacturing,1.0,2,TN,0,OSHA_ITA_2016
26,54080.0,551114,corporateoffices,1.0,2,KY,0,OSHA_ITA_2016
58,118061.0,326121,profileshapesegrodtubenonrigidplasticsmanufacturing,1.0,2,CO,0,OSHA_ITA_2016
50,98069.0,332119,metalstampingsexceptautomotivecanscoinsunfinishedmanufacturing,1.0,2,CO,0,OSHA_ITA_2016
112,263807.0,311991,foodpreparedperishablepackagedindividualresale,1.0,2,CO,0,OSHA_ITA_2016
32,62722.0,311991,foodpreparedperishablepackagedindividualresale,1.0,2,CO,0,OSHA_ITA_2016
244,393114.0,623110,nursinghomes,1.0,3,KY,0,OSHA_ITA_2016
49,109708.0,311991,foodpreparedperishablepackagedindividualresale,1.0,2,CO,0,OSHA_ITA_2016
160,346256.0,236220,commercialbuildingconstructiongeneralcontractors,1.0,2,LA,0,OSHA_ITA_2016
41,82546.0,339950,electricalsignsmanufacturing,1.0,2,OH,0,OSHA_ITA_2016
35,58496.0,561730,arboristservices,1.0,2,MI,0,OSHA_ITA_2016
33,56000.0,812910,animalshelters,1.0,2,WA,0,OSHA_ITA_2016
21,33600.0,452990,generalstores,1.0,2,GA,0,OSHA_ITA_2016
17,57200.0,238210,telecommunicationsequipmentwiringexcepttransmissionlineinstallationcontractors,1.0,2,NY,0,OSHA_ITA_2016
29,41123.0,452990,generalstores,1.0,2,NC,0,OSHA_ITA_2016
132,264604.0,312111,beveragessoftdrinkincludingartificiallycarbonatedwatersmanufacturing,1.0,2,OH,0,OSHA_ITA_2016
27,37956.0,452990,generalstores,1.0,2,NC,0,OSHA_ITA_2016
24,31316.0,452990,generalstores,1.0,2,VA,0,OSHA_ITA_2016
20,44086.0,811310,commercialindustrialmachineryrepairmaintenanceservices,1.0,2,CA,0,OSHA_ITA_2016
32,66491.0,623220,substanceabusefacilitiesresidential,1.0,2,OH,0,OSHA_ITA_2016
326,509777.0,111331,appleorchards,1.0,3,WA,0,OSHA_ITA_2016
25,28814.0,452990,generalstores,1.0,2,NC,0,OSHA_ITA_2016
19,29045.0,541940,veterinaryservices,1.0,2,MA,0,OSHA_ITA_2016
22,35732.0,423720,plumbingsuppliesmerchantwholesalers,1.0,2,TX,0,OSHA_ITA_2016
35,46391.0,452990,generalstores,1.0,2,NC,0,OSHA_ITA_2016
18,38201.0,337212,millworkcustomarchitecturalmanufacturing,1.0,2,LA,0,OSHA_ITA_2016
29,31032.0,452990,generalstores,1.0,2,NC,0,OSHA_ITA_2016
26,63655.0,238910,demolitioncontractor,1.0,2,RI,0,OSHA_ITA_2016
86,193132.0,236220,constructionmanagementcommercialinstitutionalbuilding,1.0,2,MI,0,OSHA_ITA_2016
27,29845.0,452990,generalstores,1.0,2,NC,0,OSHA_ITA_2016
11,14156.0,452990,generalstores,1.0,2,NC,0,OSHA_ITA_2016
38,85874.0,238220,mechanicalcontractors,1.0,2,AZ,0,OSHA_ITA_2016
4,6092.0,236220,commercialbuildingconstructiongeneralcontractors,1.0,2,LA,0,OSHA_ITA_2016
25,35208.0,452990,generalstores,1.0,2,NC,0,OSHA_ITA_2016
74,161247.0,337211,cabinetswoodofficetypefreestandingmanufacturing,1.0,2,NE,0,OSHA_ITA_2016
74,126723.0,623311,assistedlivingfacilitiessitenursingfacilities,1.0,2,LA,0,OSHA_ITA_2016
66,206540.0,326199,awningsrigidplasticsfiberglassmanufacturing,1.0,2,TX,0,OSHA_ITA_2016
19,28340.0,452990,generalstores,1.0,2,NC,0,OSHA_ITA_2016
46,65898.0,423720,plumbingsuppliesmerchantwholesalers,1.0,2,TX,0,OSHA_ITA_2016
46,60554.0,621111,familyphysiciansofficesegcentersclinics,1.0,2,NJ,0,OSHA_ITA_2016
29,51832.0,452990,generalstores,1.0,2,OK,0,OSHA_ITA_2016
101,153659.0,423720,plumbingequipmentmerchantwholesalers,1.0,2,TX,0,OSHA_ITA_2016
75,100000.0,624120,homecareelderlynonmedical,1.0,2,CA,0,OSHA_ITA_2016
167,285875.0,621493,emergencymedicalcentersclinicsfreestanding,1.0,2,NJ,0,OSHA_ITA_2016
521,804792.0,336214,camperunitsslidepickuptrucksmanufacturing,1.0,3,CA,0,OSHA_ITA_2016
49,75018.0,623110,skillednursingfacilities,1.0,2,IA,0,OSHA_ITA_2016
134,278720.0,332710,machineshops,1.0,2,AZ,0,OSHA_ITA_2016
45,100720.0,236210,constructionmanagementindustrialbuildingexceptwarehouses,1.0,2,CA,0,OSHA_ITA_2016
74,134368.0,551114,corporateoffices,1.0,2,NJ,0,OSHA_ITA_2016
28,30855.0,238220,plumbingheatingcontractors,1.0,2,AZ,0,OSHA_ITA_2016
151,244478.0,551114,corporateoffices,1.0,2,NJ,0,OSHA_ITA_2016
34,54461.0,452990,generalstores,1.0,2,OK,0,OSHA_ITA_2016
31,100672.0,112120,milkproductiondairycattle,1.0,2,SD,0,OSHA_ITA_2016
379,617055.0,551114,corporateoffices,1.0,3,NJ,0,OSHA_ITA_2016
117,188663.0,237310,highwayconstruction,1.0,2,IL,0,OSHA_ITA_2016
18,26748.0,623311,assistedlivingfacilitiessitenursingfacilities,1.0,1,OK,0,OSHA_ITA_2016
55,121250.0,441110,automobiledealersnewonlynewused,1.0,2,AR,0,OSHA_ITA_2016
24,35306.0,452990,generalstores,1.0,2,OK,0,OSHA_ITA_2016
268,442932.0,622110,generalmedicalsurgicalhospitals,1.0,3,SD,0,OSHA_ITA_2016
37,53107.0,452990,generalstores,1.0,2,OK,0,OSHA_ITA_2016
22,53696.0,236210,constructionmanagementindustrialbuildingexceptwarehouses,1.0,2,MO,0,OSHA_ITA_2016
46,79419.0,452990,generalstores,1.0,2,OK,0,OSHA_ITA_2016
27,64801.0,236210,constructionmanagementindustrialbuildingexceptwarehouses,1.0,2,GA,0,OSHA_ITA_2016
23,33608.0,622110,generalmedicalsurgicalhospitals,1.0,2,SD,0,OSHA_ITA_2016
30,57750.0,452990,generalstores,1.0,2,OK,0,OSHA_ITA_2016
41,63982.0,452990,generalstores,1.0,2,OK,0,OSHA_ITA_2016
35,58413.0,452990,generalstores,1.0,2,OK,0,OSHA_ITA_2016
52,70611.0,452990,generalstores,1.0,2,OK,0,OSHA_ITA_2016
56,84927.0,622110,hospitalsgeneralmedicalsurgical,1.0,2,SD,0,OSHA_ITA_2016
27,46312.0,452990,generalstores,1.0,2,OK,0,OSHA_ITA_2016
25,42532.0,452990,generalstores,1.0,2,OK,0,OSHA_ITA_2016
33,59837.0,452990,generalstores,1.0,2,OK,0,OSHA_ITA_2016
20,25997.0,238140,masonrycontractors,1.0,2,WA,0,OSHA_ITA_2016
38,67661.0,452990,generalstores,1.0,2,AR,0,OSHA_ITA_2016
35,47907.0,621493,urgentmedicalcarecentersclinicsexcepthospitalsfreestanding,1.0,2,SD,0,OSHA_ITA_2016
34,51032.0,452990,generalstores,1.0,2,MO,0,OSHA_ITA_2016
35,52055.0,452990,generalstores,1.0,2,TX,0,OSHA_ITA_2016
17,43382.0,452990,generalstores,1.0,1,KS,0,OSHA_ITA_2016
38,61628.0,452990,generalstores,1.0,2,OK,0,OSHA_ITA_2016
36,72488.0,621493,urgentmedicalcarecentersclinicsexcepthospitalsfreestanding,1.0,2,SD,0,OSHA_ITA_2016
24,29657.0,452990,generalstores,1.0,2,KS,0,OSHA_ITA_2016
250,481550.0,312111,carbonatedsoftdrinksmanufacturing,1.0,3,MO,0,OSHA_ITA_2016
58,168556.0,332431,lidsendscanlightgaugemetalmanufacturing,1.0,2,PA,0,OSHA_ITA_2016
18,30018.0,721110,hotelsexceptcasinohotels,1.0,1,CA,0,OSHA_ITA_2016
108,147105.0,623110,retirementhomesnursingcare,1.0,2,OH,0,OSHA_ITA_2016
24,13262.0,621493,urgentmedicalcarecentersclinicsexcepthospitalsfreestanding,1.0,2,SD,0,OSHA_ITA_2016
63,86379.0,452990,generalstores,1.0,2,OK,0,OSHA_ITA_2016
41,82842.0,424490,juicescannedfreshmerchantwholesalers,1.0,2,CA,0,OSHA_ITA_2016
161,225190.0,623110,retirementhomesnursingcare,1.0,2,OH,0,OSHA_ITA_2016
14,21283.0,721110,hotelsexceptcasinohotels,1.0,1,NV,0,OSHA_ITA_2016
21,33482.0,623110,retirementhomesnursingcare,1.0,2,OH,0,OSHA_ITA_2016
20,40412.0,424490,juicescannedfreshmerchantwholesalers,1.0,2,CA,0,OSHA_ITA_2016
24,48131.0,424490,juicescannedfreshmerchantwholesalers,1.0,2,CA,0,OSHA_ITA_2016
118,245148.0,334220,broadcastequipmentincludingstudioradiotelevisionmanufacturing,1.0,2,CA,0,OSHA_ITA_2016
14,12960.0,623110,retirementhomesnursingcare,1.0,1,OH,0,OSHA_ITA_2016
104,129016.0,623312,assistedlivingfacilitiessitenursingcarefacilities,1.0,2,TX,0,OSHA_ITA_2016
114,67945.0,622210,psychiatrichospitalsexceptconvalescent,1.0,2,NM,0,OSHA_ITA_2016
23,46050.0,237310,pavementhighwayroadstreetbridgeairportrunwayconstruction,1.0,2,AL,0,OSHA_ITA_2016
11,20524.0,623110,retirementhomesnursingcare,1.0,1,OH,0,OSHA_ITA_2016
420,851960.0,323111,commercialprinting,1.0,3,WI,0,OSHA_ITA_2016
127,262575.0,333249,injectionmoldingmachineryplasticsmanufacturing,1.0,2,NJ,0,OSHA_ITA_2016
180,349296.0,424410,generallinegroceriesmerchantwholesalers,1.0,2,HI,0,OSHA_ITA_2016
264,751388.0,311511,acidophilusmilkmanufacturing,1.0,3,OK,0,OSHA_ITA_2016
60,120107.0,334419,microwavecomponentsmanufacturing,1.0,2,MA,0,OSHA_ITA_2016
65,142847.0,326140,cupspolystyrenefoammanufacturing,1.0,2,MO,0,OSHA_ITA_2016
278,601616.0,326140,cupspolystyrenefoammanufacturing,1.0,3,GA,0,OSHA_ITA_2016
50,110179.0,322211,boxescorrugatedsolidfibermadepurchasedpaperpaperboard,1.0,2,WI,0,OSHA_ITA_2016
34,58364.0,322211,boxescorrugatedsolidfibermadepurchasedpaperpaperboard,1.0,2,WI,0,OSHA_ITA_2016
38,83291.0,531120,commercialbuildingrentalleasing,1.0,2,NJ,0,OSHA_ITA_2016
124,240070.0,326291,extrudedmoldedlathecutrubbergoodsmanufacturing,1.0,2,OH,0,OSHA_ITA_2016
15,38660.0,327991,countertopsstonemanufacturing,1.0,2,PA,0,OSHA_ITA_2016
71,151953.0,325998,rubberprocessingpreparationsegacceleratorsstabilizersmanufacturing,1.0,2,OH,0,OSHA_ITA_2016
80,176452.0,325998,rubberprocessingpreparationsegacceleratorsstabilizersmanufacturing,1.0,2,OH,0,OSHA_ITA_2016
223,450711.0,326150,polyurethanefoamproductsmanufacturing,1.0,2,MI,0,OSHA_ITA_2016
30,65000.0,336212,flatbedtrailerscommercialmanufacturing,1.0,2,FL,0,OSHA_ITA_2016
25,45248.0,221122,distributionelectricpower,1.0,2,TX,0,OSHA_ITA_2016
34,63946.0,221122,distributionelectricpower,1.0,2,TX,0,OSHA_ITA_2016
162,260329.0,623110,nursinghomes,1.0,2,NC,0,OSHA_ITA_2016
36,74654.0,326130,platelaminatedplasticsmanufacturing,1.0,2,OH,0,OSHA_ITA_2016
142,228655.0,623110,nursinghomes,1.0,2,LA,0,OSHA_ITA_2016
46,88749.0,238150,glazingcontractors,1.0,2,NY,0,OSHA_ITA_2016
77,138030.0,333517,pressesegbendingpunchingshearingstampingmetalformingmanufacturing,1.0,2,OH,0,OSHA_ITA_2016
34,80982.0,325211,thermoplasticresinsplasticsmaterialsmanufacturing,1.0,2,OH,0,OSHA_ITA_2016
146,313622.0,336510,railroadcarsselfpropelledmanufacturing,1.0,2,MI,0,OSHA_ITA_2016
90,123497.0,326121,profileshapesegrodtubenonrigidplasticsmanufacturing,1.0,2,TX,0,OSHA_ITA_2016
345,479023.0,622310,hospitalsspecialtyexceptpsychiatricsubstanceabuse,1.0,3,NE,0,OSHA_ITA_2016
57,87594.0,445110,grocerystores,Operating,2,PA,0,OSHA_ITA_2016
63,92482.0,445110,grocerystores,Operating,2,SC,0,OSHA_ITA_2016
230,411291.0,333249,injectionmoldingmachineryplasticsmanufacturing,1.0,2,TX,0,OSHA_ITA_2016
62,91999.0,445110,grocerystores,Operating,2,PA,0,OSHA_ITA_2016
63,83022.0,445110,grocerystores,Operating,2,IL,0,OSHA_ITA_2016
66,93038.0,445110,grocerystores,Operating,2,MA,0,OSHA_ITA_2016
65,92706.0,445110,grocerystores,Operating,2,VA,0,OSHA_ITA_2016
300,700213.0,331210,tubeegheavyrivetedlockjointseamlessweldedmadepurchasedironsteel,1.0,3,LA,0,OSHA_ITA_2016
1570,1186075.0,621610,homehealthcareagencies,1.0,3,NY,0,OSHA_ITA_2016
181,361702.0,324199,cokeovenproductsegcokegasestarsmadecokeovenestablishments,1.0,2,PA,0,OSHA_ITA_2016
121,229039.0,312112,beveragesnaturallycarbonatedbottledwatermanufacturing,1.0,2,PA,0,OSHA_ITA_2016
408,902947.0,326112,flexiblepackagingplasticsfilmmanufacturing,1.0,3,TX,0,OSHA_ITA_2016
110,224621.0,333922,coaloreconveyorsmanufacturing,1.0,2,PA,0,OSHA_ITA_2016
79,121286.0,445110,grocerystores,Operating,2,FL,0,OSHA_ITA_2016
62,99094.0,445110,grocerystores,Operating,2,MD,0,OSHA_ITA_2016
71,108807.0,445110,grocerystores,Operating,2,CT,0,OSHA_ITA_2016
75,107793.0,445110,grocerystores,Operating,2,NY,0,OSHA_ITA_2016
56,74913.0,445110,grocerystores,Operating,2,IL,0,OSHA_ITA_2016
88,159289.0,623110,nursinghomes,1.0,2,OH,0,OSHA_ITA_2016
180,276504.0,423450,appliancessurgicalmerchantwholesalers,1.0,2,OH,0,OSHA_ITA_2016
42,62671.0,561730,arboristservices,1.0,2,NJ,0,OSHA_ITA_2016
18,54747.0,444190,buildingmaterialssupplydealers,1.0,1,MN,0,OSHA_ITA_2016
10,16868.0,444190,buildingmaterialssupplydealers,1.0,1,MN,0,OSHA_ITA_2016
2,4330.0,444190,buildingmaterialssupplydealers,1.0,1,ND,0,OSHA_ITA_2016
89,123466.0,445110,grocerystores,Operating,2,FL,0,OSHA_ITA_2016
73,108154.0,445110,grocerystores,Operating,2,NJ,0,OSHA_ITA_2016
70,98360.0,445110,grocerystores,Operating,2,GA,0,OSHA_ITA_2016
43,70811.0,237310,roadconstruction,1.0,2,CO,0,OSHA_ITA_2016
55,80161.0,445110,grocerystores,Operating,2,IL,0,OSHA_ITA_2016
223,488477.0,237310,roadconstruction,1.0,2,CO,0,OSHA_ITA_2016
34,78153.0,325613,assistantstextileleatherfinishingmanufacturing,1.0,2,TX,0,OSHA_ITA_2016
17,33363.0,532412,cranerentalleasingoperator,1.0,2,NJ,0,OSHA_ITA_2016
36,62735.0,238160,roofingcontractors,1.0,2,MI,0,OSHA_ITA_2016
88,204159.0,236220,commercialbuildingconstructiongeneralcontractors,1.0,2,MS,0,OSHA_ITA_2016
59,85865.0,445110,grocerystores,Operating,2,VA,0,OSHA_ITA_2016
20,43057.0,236210,industrialbuildingexceptwarehousesconstructiongeneralcontractors,1.0,2,TX,0,OSHA_ITA_2016
41,107563.0,237310,roadconstruction,3.0,2,IA,0,OSHA_ITA_2016
36,74880.0,238910,sitepreparationcontractors,1.0,2,NE,1,OSHA_ITA_2016
72,101105.0,445110,grocerystores,Operating,2,FL,0,OSHA_ITA_2016
910,153465658.0,622110,generalmedicalsurgicalhospitals,1.0,3,FL,0,OSHA_ITA_2016
73,102453.0,445110,grocerystores,Operating,2,CT,0,OSHA_ITA_2016
74,104219.0,445110,grocerystores,Operating,2,GA,0,OSHA_ITA_2016
62,93104.0,445110,grocerystores,Operating,2,MA,0,OSHA_ITA_2016
51,89243.0,236220,commercialbuildingconstructiongeneralcontractors,1.0,2,MS,0,OSHA_ITA_2016
76,109798.0,445110,grocerystores,Operating,2,TX,0,OSHA_ITA_2016
64,92306.0,445110,grocerystores,Operating,2,MD,0,OSHA_ITA_2016
50,62400.0,452111,departmentstoresexceptdiscountdepartmentstores,1.0,2,IA,0,OSHA_ITA_2016
56,87802.0,445110,grocerystores,Operating,2,TN,0,OSHA_ITA_2016
107,324454.0,327991,dimensionstonebuildingsmanufacturing,1.0,2,NC,0,OSHA_ITA_2016
58,86519.0,445110,grocerystores,Operating,2,PA,0,OSHA_ITA_2016
65,93933.0,445110,grocerystores,Operating,2,IL,0,OSHA_ITA_2016
99,146797.0,445110,grocerystores,Operating,2,FL,0,OSHA_ITA_2016
38,80921.0,221122,distributionelectricpower,1.0,2,MO,0,OSHA_ITA_2016
150,200747.0,623110,skillednursingfacilities,1.0,2,NC,0,OSHA_ITA_2016
514,1170412.0,336611,fishingboatcommercialbuilding,1.0,3,TX,0,OSHA_ITA_2016
62,96174.0,445110,grocerystores,Operating,2,SC,0,OSHA_ITA_2016
86,139581.0,445110,grocerystores,Operating,2,FL,0,OSHA_ITA_2016
38,56109.0,236220,additionalterationrenovationsalebuilderscommercialinstitutionalbuilding,1.0,2,PA,0,OSHA_ITA_2016
74,10295.0,623312,assistedlivingfacilitiessitenursingcarefacilities,1.0,2,MI,0,OSHA_ITA_2016
79,105342.0,445110,grocerystores,Operating,2,PA,0,OSHA_ITA_2016
74,114785.0,445110,grocerystores,Operating,2,VA,0,OSHA_ITA_2016
79,117521.0,445110,grocerystores,Operating,2,FL,0,OSHA_ITA_2016
255,650123.0,444190,buildingmaterialssupplydealers,1.0,3,NE,0,OSHA_ITA_2016
49,74879.0,445110,grocerystores,Operating,2,WI,0,OSHA_ITA_2016
110,197623.0,324191,brakefluidspetroleummaderefinedpetroleum,1.0,2,TX,0,OSHA_ITA_2016
43,87607.0,444190,buildingmaterialssupplydealers,1.0,2,TX,0,OSHA_ITA_2016
71,103021.0,445110,grocerystores,Operating,2,LA,0,OSHA_ITA_2016
55,83757.0,445110,grocerystores,Operating,2,OK,0,OSHA_ITA_2016
68,101400.0,445110,grocerystores,Operating,2,FL,0,OSHA_ITA_2016
32,13390.0,238140,refractorybrickcontractors,1.0,2,MI,0,OSHA_ITA_2016
59,84364.0,445110,grocerystores,Operating,2,NH,0,OSHA_ITA_2016
53,80137.0,445110,grocerystores,Operating,2,OH,0,OSHA_ITA_2016
55,83993.0,445110,grocerystores,Operating,2,AL,0,OSHA_ITA_2016
70,97469.0,445110,grocerystores,Operating,2,AR,0,OSHA_ITA_2016
35,65783.0,236220,additionalterationrenovationgeneralcontractorscommercialinstitutionalbuilding,1.0,2,KY,0,OSHA_ITA_2016
69,108213.0,445110,grocerystores,Operating,2,FL,0,OSHA_ITA_2016
299,575202.0,336412,aircraftengineenginepartsexceptcarburetorspistonspistonringsvalvesmanufacturing,1.0,3,PA,0,OSHA_ITA_2016
251,599724.0,321920,palletpartswoodmanufacturing,1.0,3,TX,0,OSHA_ITA_2016
57,89714.0,445110,grocerystores,Operating,2,NY,0,OSHA_ITA_2016
83,182975.0,238220,heatingcontractors,1.0,2,PA,0,OSHA_ITA_2016
1763,367730298.0,622110,generalmedicalsurgicalhospitals,1.0,3,PA,0,OSHA_ITA_2016
57,85975.0,445110,grocerystores,Operating,2,GA,0,OSHA_ITA_2016
69,110555.0,445110,grocerystores,Operating,2,FL,0,OSHA_ITA_2016
60,112829.0,621910,emergencymedicaltransportationservicesairground,1.0,2,IL,0,OSHA_ITA_2016
58,80247.0,445110,grocerystores,Operating,2,VA,0,OSHA_ITA_2016
20,35170.0,484121,truckinggeneralfreightlongdistancetruckloadtl,1.0,2,PA,0,OSHA_ITA_2016
198,389569.0,332322,sheetmetalworkexceptstampingsmanufacturing,1.0,2,MI,0,OSHA_ITA_2016
56,91329.0,493110,generalwarehousingstorage,1.0,2,TX,0,OSHA_ITA_2016
51,75849.0,445110,grocerystores,Operating,2,IL,0,OSHA_ITA_2016
53,75005.0,445110,grocerystores,Operating,2,TX,0,OSHA_ITA_2016
14,11193.0,621340,physicaltherapyofficesegcentersclinics,1.0,1,PA,0,OSHA_ITA_2016
53,80970.0,493110,generalwarehousingstorage,1.0,2,PA,0,OSHA_ITA_2016
