annual_average_employees,total_hours_worked,naics_code,industry_description,establishment_type,size,state,fatal_incident,source
215,102525.0,722310,foodservicecontractors,1.0,2,AR,0,OSHA_ITA_2016
305,204332.0,722310,foodservicecontractors,1.0,3,AL,0,OSHA_ITA_2016
46,31074.0,722310,foodservicecontractors,1.0,2,AZ,0,OSHA_ITA_2016
83,56440.0,722310,foodservicecontractors,1.0,2,CO,0,OSHA_ITA_2016
44,28309.0,722310,foodservicecontractors,1.0,2,MT,0,OSHA_ITA_2016
84,56536.0,722310,foodservicecontractors,1.0,2,NY,0,OSHA_ITA_2016
27,36930.0,723310,foodservicecontractors,1.0,2,SD,0,OSHA_ITA_2016
54,59508.0,561720,buildingcleaning,1.0,2,SD,0,OSHA_ITA_2016
10,12866.0,722310,foodservicecontractors,1.0,1,CO,0,OSHA_ITA_2016
92,52847.0,722310,foodservicecontractors,1.0,2,MT,0,OSHA_ITA_2016
28,40498.0,561720,buildingcleaningmaintenance,1.0,2,KS,0,OSHA_ITA_2016
51,51330.0,722310,foodservicecontractors,1.0,2,PA,0,OSHA_ITA_2016
61,46058.0,722310,foodservicecontractors,1.0,2,MO,0,OSHA_ITA_2016
82,50683.0,722310,foodservicecontractors,1.0,2,MT,0,OSHA_ITA_2016
20,26344.0,722310,foodservicecontractors,1.0,2,OH,0,OSHA_ITA_2016
22,21088.0,722310,foodservicecontractors,1.0,2,IA,0,OSHA_ITA_2016
280,231272.0,722310,foodservicecontractors,1.0,3,HI,0,OSHA_ITA_2016
36,24692.0,722310,foodservicecontractors,1.0,2,MI,0,OSHA_ITA_2016
87,28373.0,722310,foodservicecontractors,1.0,2,HI,0,OSHA_ITA_2016
30,28143.0,722310,foodservicecontractors,1.0,2,FL,0,OSHA_ITA_2016
28,38001.0,561720,buildingcleaningmaintenance,1.0,2,AZ,0,OSHA_ITA_2016
30,21267.0,722310,foodservicecontractors,1.0,2,TX,0,OSHA_ITA_2016
30,45828.0,561720,buildingcleaningmaintenance,1.0,2,NE,0,OSHA_ITA_2016
59,81164.0,722310,foodservicecontractors,1.0,2,OH,0,OSHA_ITA_2016
21,37751.0,561720,buildingcleaningmaintenance,1.0,2,OH,0,OSHA_ITA_2016
10,13320.0,722310,foodservicecontractors,1.0,1,OH,0,OSHA_ITA_2016
103,48743.0,722310,foodservicecontractors,1.0,2,TX,0,OSHA_ITA_2016
81,58362.0,722310,foodservicecontractors,1.0,2,OK,0,OSHA_ITA_2016
22,16690.0,722310,foodservicecontractors,1.0,2,OK,0,OSHA_ITA_2016
54,79432.0,723310,foodservicecontractors,1.0,2,TX,0,OSHA_ITA_2016
27,29048.0,561720,buildingcleaningmaintenance,1.0,2,TX,0,OSHA_ITA_2016
116,127651.0,722310,foodservicecontractors,1.0,2,GA,0,OSHA_ITA_2016
115,113655.0,541330,engineeringservices,1.0,2,GA,0,OSHA_ITA_2016
58,47626.0,721110,hotelsexceptcasinohotels,1.0,2,NY,0,OSHA_ITA_2016
165,71006.0,721110,hotelsexceptcasinohotels,1.0,2,NY,0,OSHA_ITA_2016
129,71142.0,721110,hotelsexceptcasinohotels,1.0,2,FL,0,OSHA_ITA_2016
44,34520.0,721110,hotelsexceptcasinohotels,1.0,2,FL,0,OSHA_ITA_2016
96,32788.0,721110,hotelsexceptcasinohotels,1.0,2,TX,0,OSHA_ITA_2016
98,152577.0,721110,hotelsexceptcasinohotels,1.0,2,CO,0,OSHA_ITA_2016
40,47062.0,721110,hotelsexceptcasinohotels,1.0,2,CT,0,OSHA_ITA_2016
47,21103.0,721110,hotelsexceptcasinohotels,1.0,2,CT,0,OSHA_ITA_2016
59,35991.0,721110,hotelsexceptcasinohotels,1.0,2,MO,0,OSHA_ITA_2016
132,31447.0,721110,hotelsexceptcasinohotels,1.0,2,TX,0,OSHA_ITA_2016
181,85405.0,721110,hotelsexceptcasinohotels,1.0,2,TX,0,OSHA_ITA_2016
84,34950.0,721110,hotelsexceptcasinohotels,1.0,2,MO,0,OSHA_ITA_2016
80,32791.0,721110,hotelsexceptcasinohotels,1.0,2,IL,0,OSHA_ITA_2016
50,33298.0,721110,hotelsexceptcasinohotels,1.0,2,IL,0,OSHA_ITA_2016
186,70912.0,721110,hotelsexceptcasinohotels,1.0,2,TX,0,OSHA_ITA_2016
38,35742.0,721110,hotelsexceptcasinohotels,1.0,2,NV,0,OSHA_ITA_2016
85,61911.0,721110,hotelsexceptcasinohotels,1.0,2,MI,0,OSHA_ITA_2016
58,47629.0,721110,hotelsexceptcasinohotels,1.0,2,NE,0,OSHA_ITA_2016
188,189972.0,721110,resorthotelscasinos,1.0,2,PA,0,OSHA_ITA_2016
155,145711.0,721110,resorthotelscasinos,1.0,2,PA,0,OSHA_ITA_2016
87,172681.0,238160,roofingcontractors,1.0,2,FL,0,OSHA_ITA_2016
29,47360.0,561730,landscapecontractorsexceptconstruction,1.0,2,VA,0,OSHA_ITA_2016
115,221953.0,321911,doorswoodcoveredwoodmanufacturing,1.0,2,OH,0,OSHA_ITA_2016
45,95491.0,321918,moldingswoodcoveredwoodmanufacturing,1.0,2,OH,0,OSHA_ITA_2016
75,156000.0,551114,corporateoffices,1.0,2,NJ,0,OSHA_ITA_2016
65,116016.0,326199,awningsrigidplasticsfiberglassmanufacturing,1.0,2,NJ,0,OSHA_ITA_2016
52,115797.0,339113,surgicalappliancesuppliesmanufacturing,Operating,2,IA,0,OSHA_ITA_2016
259,484727.0,332212,handedgetoolmanufacturing,Operating,2,IA,0,OSHA_ITA_2016
245,1060.0,623110,seniorlivingcommunity,1.0,2,CO,0,OSHA_ITA_2016
196,437332.0,424210,pharmaceuticaldistribution,1.0,2,TX,0,OSHA_ITA_2016
16,32232.0,423330,wholesalebuildingmaterials,1.0,1,IL,0,OSHA_ITA_2016
16,26925.0,423330,wholesalebuildingmaterials,1.0,1,MI,0,OSHA_ITA_2016
33,46748.0,423330,wholesalebuildingmaterials,1.0,2,IL,0,OSHA_ITA_2016
33,55847.0,423330,wholesalebuildingmaterials,1.0,2,MN,0,OSHA_ITA_2016
17,31208.0,423330,wholesalebuildingmaterials,1.0,1,IA,0,OSHA_ITA_2016
11,19323.0,423330,wholesalebuildingmaterials,1.0,1,TX,0,OSHA_ITA_2016
17,29299.0,423330,wholesalebuildingmaterials,1.0,1,OH,0,OSHA_ITA_2016
16,27144.0,423330,wholesalebuildingmaterials,1.0,1,MI,0,OSHA_ITA_2016
48,85630.0,423330,wholesalebuildingmaterials,1.0,2,WI,0,OSHA_ITA_2016
12,20872.0,423330,wholesalebuildingmaterials,1.0,1,MD,0,OSHA_ITA_2016
32,68097.0,423330,wholesalebuildingmaterials,1.0,2,NC,0,OSHA_ITA_2016
16,29535.0,423330,wholesalebuildingmaterials,1.0,1,WI,0,OSHA_ITA_2016
10,18059.0,423330,wholesalebuildingmaterials,1.0,1,PA,0,OSHA_ITA_2016
15,27121.0,423330,wholesalebuildingmaterials,1.0,1,NC,0,OSHA_ITA_2016
18,34637.0,423330,wholesalebuildingmaterials,1.0,1,TN,0,OSHA_ITA_2016
21,33440.0,423330,wholesalebuildingmaterials,1.0,2,VA,0,OSHA_ITA_2016
14,22822.0,423330,wholesalebuildingmaterials,1.0,1,VA,0,OSHA_ITA_2016
32,60637.0,423330,wholesalebuildingmaterials,1.0,2,IL,0,OSHA_ITA_2016
25,52173.0,423330,wholesalebuildingmaterials,1.0,2,OK,0,OSHA_ITA_2016
34,61631.0,423330,wholesalebuildingmaterials,1.0,2,OK,0,OSHA_ITA_2016
13,19639.0,423330,wholesalebuildingmaterials,1.0,1,TX,0,OSHA_ITA_2016
6,12601.0,423330,wholesalebuildingmaterials,1.0,1,TX,0,OSHA_ITA_2016
30,51847.0,423330,wholesalebuildingmaterials,1.0,2,GA,0,OSHA_ITA_2016
17,30170.0,423330,wholesalebuildingmaterials,1.0,1,TN,0,OSHA_ITA_2016
44,80315.0,423330,wholesalebuildingmaterials,1.0,2,SC,0,OSHA_ITA_2016
33,49973.0,423330,wholesalebuildingmaterials,1.0,2,FL,0,OSHA_ITA_2016
14,25406.0,423330,wholesalebuildingmaterials,1.0,1,FL,0,OSHA_ITA_2016
24,37280.0,423330,wholesalebuildingmaterials,1.0,2,FL,0,OSHA_ITA_2016
24,39644.0,423330,wholesalebuildingmaterials,1.0,2,CA,0,OSHA_ITA_2016
24,39282.0,423330,wholesalebuildingmaterials,1.0,2,AL,0,OSHA_ITA_2016
19,33714.0,423330,wholesalebuildingmaterials,1.0,1,NM,0,OSHA_ITA_2016
17,29512.0,423330,wholesalebuildingmaterials,1.0,1,CA,0,OSHA_ITA_2016
20,36618.0,423330,wholesalebuildingmaterials,1.0,2,IL,0,OSHA_ITA_2016
34,55321.0,423330,wholesalebuildingmaterials,1.0,2,IL,0,OSHA_ITA_2016
10,21373.0,423330,wholesalebuildingmaterials,1.0,1,MO,0,OSHA_ITA_2016
28,35567.0,423330,wholesalebuildingmaterials,1.0,2,OH,0,OSHA_ITA_2016
36,53207.0,423330,wholesalebuildingmaterials,1.0,2,KY,0,OSHA_ITA_2016
17,32480.0,423330,wholesalebuildingmaterials,1.0,1,OH,0,OSHA_ITA_2016
26,51935.0,423330,wholesalebuildingmaterials,1.0,2,LA,0,OSHA_ITA_2016
18,37449.0,423330,wholesalebuildingmaterials,1.0,1,AR,0,OSHA_ITA_2016
29,49095.0,423330,wholesalebuildingmaterials,1.0,2,VA,0,OSHA_ITA_2016
15,26536.0,423330,wholesalebuildingmaterials,1.0,1,MD,0,OSHA_ITA_2016
25,38409.0,423330,wholesalebuildingmaterials,1.0,2,OH,0,OSHA_ITA_2016
26,46078.0,423330,wholesalebuildingmaterials,1.0,2,PA,0,OSHA_ITA_2016
29,46114.0,423330,wholesalebuildingmaterials,1.0,2,CA,0,OSHA_ITA_2016
22,35751.0,423330,wholesalebuildingmaterials,1.0,2,WA,0,OSHA_ITA_2016
23,45018.0,423330,wholesalebuildingmaterials,1.0,2,WI,0,OSHA_ITA_2016
19,32125.0,423330,wholesalebuildingmaterials,1.0,1,IL,0,OSHA_ITA_2016
36,66971.0,423330,wholesalebuildingmaterials,1.0,2,MN,0,OSHA_ITA_2016
15,26789.0,423330,wholesalebuildingmaterials,1.0,1,TX,0,OSHA_ITA_2016
10,15380.0,423330,wholesalebuildingmaterials,1.0,1,KS,0,OSHA_ITA_2016
390,710946.0,423330,wholesalebuildingmaterials,1.0,3,WI,0,OSHA_ITA_2016
14,29012.0,423330,wholesalebuildingmaterials,1.0,1,TX,0,OSHA_ITA_2016
15,28263.0,423330,wholesalebuildingmaterials,1.0,1,GA,0,OSHA_ITA_2016
38,63884.0,423330,wholesalebuildingmaterials,1.0,2,IA,0,OSHA_ITA_2016
32,49212.0,423330,wholesalebuildingmaterials,1.0,2,OH,0,OSHA_ITA_2016
24,41783.0,423330,wholesalebuildingmaterials,1.0,2,MI,0,OSHA_ITA_2016
16,26952.0,423330,wholesalebuildingmaterials,1.0,1,MI,0,OSHA_ITA_2016
24,46377.0,423330,wholesalebuildingmaterials,1.0,2,SC,0,OSHA_ITA_2016
34,56732.0,423330,wholesalebuildingmaterials,1.0,2,TN,0,OSHA_ITA_2016
30,46106.0,423330,wholesalebuildingmaterials,1.0,2,IA,0,OSHA_ITA_2016
42,63584.0,423330,wholesalebuildingmaterials,1.0,2,NE,0,OSHA_ITA_2016
48,58250.0,423330,wholesalebuildingmaterials,1.0,2,CO,0,OSHA_ITA_2016
26,43237.0,423330,wholesalebuildingmaterials,1.0,2,CO,0,OSHA_ITA_2016
32,52441.0,423330,wholesalebuildingmaterials,1.0,2,HI,0,OSHA_ITA_2016
9,19315.0,423330,wholesalebuildingmaterials,1.0,1,AZ,0,OSHA_ITA_2016
32,61085.0,423330,wholesalebuildingmaterials,1.0,2,UT,0,OSHA_ITA_2016
11,21913.0,423330,wholesalebuildingmaterials,1.0,1,LA,0,OSHA_ITA_2016
15,31107.0,423330,wholesalebuildingmaterials,1.0,1,PA,0,OSHA_ITA_2016
13,21298.0,423330,wholesalebuildingmaterials,1.0,1,MO,0,OSHA_ITA_2016
23,40130.0,423330,wholesalebuildingmaterials,1.0,2,AZ,0,OSHA_ITA_2016
14,22622.0,423330,wholesalebuildingmaterials,1.0,1,HI,0,OSHA_ITA_2016
12,24807.0,423330,wholesalebuildingmaterials,1.0,1,WI,0,OSHA_ITA_2016
8,14558.0,423330,wholesalebuildingmaterials,1.0,1,TX,0,OSHA_ITA_2016
12,21886.0,423330,wholesalebuildingmaterials,1.0,1,NC,0,OSHA_ITA_2016
35,57190.0,423330,wholesalebuildingmaterials,1.0,2,TX,0,OSHA_ITA_2016
11,19458.0,423330,wholesalebuildingmaterials,1.0,1,FL,0,OSHA_ITA_2016
25,37012.0,423330,wholesalebuildingmaterials,1.0,2,NV,0,OSHA_ITA_2016
23,41268.0,423330,wholesalebuildingmaterials,1.0,2,TX,0,OSHA_ITA_2016
33,59733.0,423330,wholesalebuildingmaterials,1.0,2,FL,0,OSHA_ITA_2016
10,19666.0,423330,wholesalebuildingmaterials,1.0,1,TX,0,OSHA_ITA_2016
14,24662.0,423330,wholesalebuildingmaterials,1.0,1,WI,0,OSHA_ITA_2016
15,27358.0,423330,wholesalebuildingmaterials,1.0,1,WI,0,OSHA_ITA_2016
16,21255.0,423330,wholesalebuildingmaterials,1.0,1,IA,0,OSHA_ITA_2016
9,15211.0,423330,wholesalebuildingmaterials,1.0,1,NY,0,OSHA_ITA_2016
9,17255.0,423330,wholesalebuildingmaterials,1.0,1,NY,0,OSHA_ITA_2016
12,22034.0,423330,wholesalebuildingmaterials,1.0,1,NY,0,OSHA_ITA_2016
22,33217.0,423330,wholesalebuildingmaterials,1.0,2,OK,0,OSHA_ITA_2016
21,45962.0,423330,wholesalebuildingmaterials,1.0,2,NC,0,OSHA_ITA_2016
10,16979.0,423330,wholesalebuildingmaterials,1.0,1,IL,0,OSHA_ITA_2016
28,57221.0,423330,wholesalebuildingmaterials,1.0,2,TX,0,OSHA_ITA_2016
24,42997.0,423330,wholesalebuildingmaterials,1.0,2,MN,0,OSHA_ITA_2016
10,19160.0,423330,wholesalebuildingmaterials,1.0,1,VA,0,OSHA_ITA_2016
16,31178.0,423330,wholesalebuildingmaterials,1.0,1,CA,0,OSHA_ITA_2016
12,18870.0,423330,wholesalebuildingmaterials,1.0,1,CA,0,OSHA_ITA_2016
15,24874.0,423330,wholesalebuildingmaterials,1.0,1,CA,0,OSHA_ITA_2016
15,22701.0,423330,wholesalebuildingmaterials,1.0,1,CA,0,OSHA_ITA_2016
9,14485.0,423330,wholesalebuildingmaterials,1.0,1,CA,0,OSHA_ITA_2016
16,26606.0,423330,wholesalebuildingmaterials,1.0,1,CA,0,OSHA_ITA_2016
23,36078.0,423330,wholesalebuildingmaterials,1.0,2,CA,0,OSHA_ITA_2016
9,17676.0,423330,wholesalebuildingmaterials,1.0,1,CA,0,OSHA_ITA_2016
9,18678.0,423330,wholesalebuildingmaterials,1.0,1,CA,0,OSHA_ITA_2016
13,24061.0,423330,wholesalebuildingmaterials,1.0,1,CA,0,OSHA_ITA_2016
27,48090.0,423330,wholesalebuildingmaterials,1.0,2,MO,0,OSHA_ITA_2016
11,12730.0,423330,wholesalebuildersmaterials,1.0,1,MO,0,OSHA_ITA_2016
46,85522.0,423330,wholesalebuildingmaterials,1.0,2,TX,0,OSHA_ITA_2016
5,9926.0,423330,wholesalebuildingmaterials,1.0,1,TX,0,OSHA_ITA_2016
27,43290.0,423330,wholesalebuildingmaterials,1.0,2,TX,0,OSHA_ITA_2016
11,20731.0,423330,wholesalebuildingmaterials,1.0,1,TX,0,OSHA_ITA_2016
17,24222.0,423330,wholesalebuildingmaterials,1.0,1,VA,0,OSHA_ITA_2016
10,19628.0,423330,wholesalebuildingmaterials,1.0,1,TX,0,OSHA_ITA_2016
17,34708.0,423330,wholesalebuildingmaterials,1.0,1,GA,0,OSHA_ITA_2016
14,31159.0,423330,wholesalebuildingmaterials,1.0,1,GA,0,OSHA_ITA_2016
11,17835.0,423330,wholesalebuildingmaterials,1.0,1,SC,0,OSHA_ITA_2016
18,33924.0,423330,wholesalebuildingmaterials,1.0,1,CA,0,OSHA_ITA_2016
29,45568.0,423330,wholesalebuildingmaterials,1.0,2,OH,0,OSHA_ITA_2016
76,132639.0,423330,wholesalebuildingmaterials,1.0,2,AZ,0,OSHA_ITA_2016
24,39921.0,423330,wholesalebuildingmaterials,1.0,2,OH,0,OSHA_ITA_2016
74,103323.0,423330,wholesalebuildingmaterials,1.0,2,NE,0,OSHA_ITA_2016
17,30097.0,423330,wholesalebuildingmaterials,1.0,1,IL,0,OSHA_ITA_2016
13,19291.0,423330,wholesalebuildingmaterials,1.0,1,IA,0,OSHA_ITA_2016
13,19322.0,423330,wholesalebuildingmaterials,1.0,1,MO,0,OSHA_ITA_2016
8,15859.0,423330,wholesalebuildingmaterials,1.0,1,IL,0,OSHA_ITA_2016
17,32279.0,423330,wholesalebuildingmaterials,1.0,1,MI,0,OSHA_ITA_2016
18,28710.0,423330,wholesalebuildingmaterials,1.0,1,WA,0,OSHA_ITA_2016
16,25950.0,423330,wholesalebuildingmaterials,1.0,1,IL,0,OSHA_ITA_2016
21,38174.0,423330,wholesalebuildingmaterials,1.0,2,WI,0,OSHA_ITA_2016
19,31520.0,423330,wholesalebuildingmaterials,1.0,1,WI,0,OSHA_ITA_2016
7,12094.0,423330,wholesalebuildingmaterials,1.0,1,HI,0,OSHA_ITA_2016
20,35454.0,423330,wholesalebuildingmaterials,1.0,2,IL,0,OSHA_ITA_2016
19,24192.0,423330,wholesalebuildingmaterials,1.0,1,FL,0,OSHA_ITA_2016
12,22049.0,423330,wholesalebuildingmaterials,1.0,1,FL,0,OSHA_ITA_2016
9,18002.0,423330,wholesalebuildingmaterials,1.0,1,IL,0,OSHA_ITA_2016
37,60596.0,423330,wholesalebuildingmaterials,1.0,2,NY,0,OSHA_ITA_2016
17,25408.0,423330,wholesalebuildingmaterials,1.0,1,SD,0,OSHA_ITA_2016
19,37280.0,423330,wholesalebuildingmatreials,1.0,1,FL,0,OSHA_ITA_2016
12,21413.0,423330,wholesalebuildingmaterials,1.0,1,IL,0,OSHA_ITA_2016
11,20011.0,423330,wholesalebuildingmaterials,1.0,1,IL,0,OSHA_ITA_2016
11,18857.0,423330,wholesalebuildingmaterials,1.0,1,MS,0,OSHA_ITA_2016
8,13811.0,423330,wholesalebuildingmaterials,1.0,1,AR,0,OSHA_ITA_2016
24,43818.0,423330,wholesalebuildingmaterials,1.0,2,NC,0,OSHA_ITA_2016
8,16283.0,423330,wholesalebuildingmaterials,1.0,1,HI,0,OSHA_ITA_2016
15,32243.0,423330,wholesalebuildingmaterials,1.0,1,FL,0,OSHA_ITA_2016
14,24689.0,423330,wholesalebuildingmaterials,1.0,1,CA,0,OSHA_ITA_2016
17,28275.0,423330,wholesalebuildingmaterials,1.0,1,KY,0,OSHA_ITA_2016
10,20626.0,423330,wholesalebuildingmaterials,1.0,1,TX,0,OSHA_ITA_2016
28,61713.0,423330,wholesalebuildingmaterials,1.0,2,MD,0,OSHA_ITA_2016
20,36108.0,423330,wholesalebuildingmaterials,1.0,2,NC,0,OSHA_ITA_2016
11,16224.0,423330,wholesalebuildingmaterials,1.0,1,CA,0,OSHA_ITA_2016
32,68565.0,423330,wholesalebuildingmaterials,1.0,2,MD,0,OSHA_ITA_2016
31,52218.0,423330,wholesalebuildingmaterials,1.0,2,MD,0,OSHA_ITA_2016
44,83703.0,423330,wholesalebuildingmaterials,1.0,2,VA,0,OSHA_ITA_2016
12,22566.0,423330,wholesalebuildingmaterials,1.0,1,VA,0,OSHA_ITA_2016
13,23889.0,423330,wholesalebuildingmaterials,1.0,1,CA,0,OSHA_ITA_2016
17,28273.0,423330,wholesalebuildingmaterials,1.0,1,NC,0,OSHA_ITA_2016
13,15467.0,423330,wholesalebuildingmaterials,1.0,1,NM,0,OSHA_ITA_2016
23,36546.0,423330,wholesalebuildingmaterials,1.0,2,UT,0,OSHA_ITA_2016
9,17474.0,423330,wholesalebuildingmaterials,1.0,1,AL,0,OSHA_ITA_2016
10,19994.0,423330,wholesalebuildingmaterials,1.0,1,AL,0,OSHA_ITA_2016
19,32667.0,423330,wholesalebuildingmaterials,1.0,1,NV,0,OSHA_ITA_2016
19,24009.0,423330,wholesalebuildingmaterials,1.0,1,MO,0,OSHA_ITA_2016
10,17895.0,423330,wholesalebuildingmaterials,1.0,1,AZ,0,OSHA_ITA_2016
24,40609.0,423330,wholesalebuildingmaterials,1.0,2,TN,0,OSHA_ITA_2016
19,33838.0,423330,wholesalebuildingmaterials,1.0,1,SC,0,OSHA_ITA_2016
22,32000.0,423330,wholesalebuildingmaterials,1.0,2,WI,0,OSHA_ITA_2016
16,31577.0,423330,wholesalebuildingmaterials,1.0,1,IL,0,OSHA_ITA_2016
13,27175.0,423330,wholesalebuildingmaterials,1.0,1,CA,0,OSHA_ITA_2016
12,17294.0,423330,wholesalebuildingmaterials,1.0,1,TN,0,OSHA_ITA_2016
16,26922.0,423330,wholesalebuildingmaterials,1.0,1,IL,0,OSHA_ITA_2016
13,21199.0,423330,wholesalebuildingmaterials,1.0,1,FL,0,OSHA_ITA_2016
18,26080.0,423330,wholesalebuildingmaterials,1.0,1,IL,0,OSHA_ITA_2016
13,22694.0,423330,wholesalebuildingmaterials,1.0,1,NY,0,OSHA_ITA_2016
5,10361.0,423330,wholesalebuildingmaterials,1.0,1,AZ,0,OSHA_ITA_2016
19,35166.0,423330,wholesalebuildingmaterials,1.0,1,TN,0,OSHA_ITA_2016
10,20172.0,423330,wholesalebuildingmaterials,1.0,1,WV,0,OSHA_ITA_2016
11,21790.0,423330,wholesalebuildingmaterials,1.0,1,IL,0,OSHA_ITA_2016
11,22300.0,423330,wholesalebuildingmaterials,1.0,1,NC,0,OSHA_ITA_2016
20,39541.0,423330,wholesalebuildingmaterials,1.0,2,LA,0,OSHA_ITA_2016
29,39973.0,423330,wholesalebuildingmaterials,1.0,2,NC,0,OSHA_ITA_2016
17,30036.0,423330,wholesalebuildingmaterials,1.0,1,NY,0,OSHA_ITA_2016
8,15710.0,423330,wholesalebuildingmaterials,1.0,1,TN,0,OSHA_ITA_2016
12,19126.0,423330,wholesalebuildingmaterials,1.0,1,AZ,0,OSHA_ITA_2016
29,32370.0,423330,wholesalebuildingmaterials,1.0,2,IL,0,OSHA_ITA_2016
14,18600.0,423330,wholesalebuildingmaterial,1.0,1,OH,0,OSHA_ITA_2016
12,18804.0,423330,wholesalebuildingmaterials,1.0,1,OH,0,OSHA_ITA_2016
9,10711.0,423330,wholesalebuildingmaterials,1.0,1,TX,0,OSHA_ITA_2016
15,22212.0,423330,wholesalebuildingmaterials,1.0,1,PA,0,OSHA_ITA_2016
7,9880.0,423330,wholesalebuildingmaterials,1.0,1,CA,0,OSHA_ITA_2016
12,22598.0,423330,wholesalebuildingmaterials,1.0,1,TX,0,OSHA_ITA_2016
19,31047.0,423330,wholesalebuildingmaterials,1.0,1,FL,0,OSHA_ITA_2016
7,12529.0,423330,wholesalebuildingmaterials,1.0,1,PA,0,OSHA_ITA_2016
15,30189.0,423330,wholesalebuildingmaterials,1.0,1,LA,0,OSHA_ITA_2016
69,128753.0,423330,wholesalebuildingmaterials,1.0,2,TX,0,OSHA_ITA_2016
18,31250.0,423330,wholesalebuildingmaterials,1.0,1,FL,0,OSHA_ITA_2016
5,11882.0,423330,wholesalebuildingmaterials,1.0,1,AZ,0,OSHA_ITA_2016
9,17737.0,423330,wholesalebuildingmaterials,1.0,1,IL,0,OSHA_ITA_2016
26,40361.0,423330,wholesalebuildingmaterials,1.0,2,MO,0,OSHA_ITA_2016
16,25069.0,423330,wholesalebuildingmaterials,1.0,1,TX,0,OSHA_ITA_2016
15,21457.0,423330,wholesalebuilidngmaterials,1.0,1,CA,0,OSHA_ITA_2016
23,41556.0,423330,wholesalebuildingmaterials,1.0,2,GA,0,OSHA_ITA_2016
17,31096.0,423330,wholesalebuildingmaterials,1.0,1,GA,0,OSHA_ITA_2016
20,37975.0,423330,wholesalebuildingmaterials,1.0,2,MO,0,OSHA_ITA_2016
19,35999.0,423330,wholesalebuildingmaterials,1.0,1,KY,0,OSHA_ITA_2016
22,33392.0,423330,wholesalebuildingmaterials,1.0,2,IL,0,OSHA_ITA_2016
12,21214.0,423330,wholesalebuildingmaterials,1.0,1,MI,0,OSHA_ITA_2016
8,15776.0,423330,wholesalebuildingmaterials,1.0,1,MI,0,OSHA_ITA_2016
15,30080.0,423330,wholesalebuildngmaterials,1.0,1,MI,0,OSHA_ITA_2016
18,31850.0,423330,wholesalebuildingmaterials,1.0,1,GA,0,OSHA_ITA_2016
19,28856.0,423330,wholesalebuildingmaterials,1.0,1,MN,0,OSHA_ITA_2016
15,31821.0,423330,wholesalebuildingmaterials,1.0,1,TX,0,OSHA_ITA_2016
27,35227.0,423330,wholesalebuildingmaterials,1.0,2,UT,0,OSHA_ITA_2016
5,9008.0,423330,wholesalebuildingmaterials,1.0,1,NV,0,OSHA_ITA_2016
32,64789.0,423330,wholesalebuildingmaterials,1.0,2,TX,0,OSHA_ITA_2016
18,23969.0,423330,wholesalebuildingmaterials,1.0,1,MO,0,OSHA_ITA_2016
17,26371.0,423330,wholesalebuildingmaterials,1.0,1,PA,0,OSHA_ITA_2016
7,14201.0,423330,wholesalebuildingmaterials,1.0,1,OK,0,OSHA_ITA_2016
16,28737.0,423330,wholesalebuildingmaterial,1.0,1,FL,0,OSHA_ITA_2016
13,26156.0,423330,wholesalebuildingmaterials,1.0,1,GA,0,OSHA_ITA_2016
17,22537.0,423330,wholesalebuildingmaterials,1.0,1,MN,0,OSHA_ITA_2016
20,34371.0,423330,wholesalebuildingmaterial,1.0,2,VA,0,OSHA_ITA_2016
10,16031.0,423330,wholesalebuildingmaterials,1.0,1,NC,0,OSHA_ITA_2016
20,27306.0,423330,wholesalebuildingmaterials,1.0,2,WV,0,OSHA_ITA_2016
12,17473.0,423330,wholesalebuildingmaterials,1.0,1,AL,0,OSHA_ITA_2016
13,20177.0,423330,wholesalebuildingmaterials,1.0,1,PA,0,OSHA_ITA_2016
14,18027.0,423330,wholesalebuildingmaterials,1.0,1,WY,0,OSHA_ITA_2016
22,32181.0,423330,wholesalebuildingmaterial,1.0,2,TX,0,OSHA_ITA_2016
18,25990.0,423330,wholesalebuildingmaterials,1.0,1,PA,0,OSHA_ITA_2016
53,81480.0,423330,wholesalebuildingmaterials,1.0,2,MO,0,OSHA_ITA_2016
28,52249.0,423330,wholesalebuildingmaterials,1.0,2,MI,0,OSHA_ITA_2016
16,26207.0,423330,wholesalebuildingmaterials,1.0,1,MI,0,OSHA_ITA_2016
14,25373.0,423330,wholesalebuildingmaterials,1.0,1,MI,0,OSHA_ITA_2016
13,18773.0,423330,wholesalebuildingmaterials,1.0,1,NY,0,OSHA_ITA_2016
26,24715.0,423330,wholesalebuildingmaterials,1.0,2,MD,0,OSHA_ITA_2016
11,18232.0,423330,wholesalebuildingmaterial,1.0,1,PA,0,OSHA_ITA_2016
6,10921.0,423330,wholesalebuildingmaterial,1.0,1,PA,0,OSHA_ITA_2016
14,28777.0,423330,wholesalebuildingmaterials,1.0,1,WI,0,OSHA_ITA_2016
16,26455.0,423330,wholesalebuildingmaterials,1.0,1,TN,0,OSHA_ITA_2016
16,25870.0,423330,wholesalebuildingmaterial,1.0,1,TX,0,OSHA_ITA_2016
23,24383.0,423330,wholesalebuildingmaterials,1.0,2,ID,0,OSHA_ITA_2016
10,21320.0,423330,wholesalebuildingmaterials,1.0,1,ND,0,OSHA_ITA_2016
15,22110.0,423330,wholesalebuildingmaterial,1.0,1,MT,0,OSHA_ITA_2016
